impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K24-173729,A719591,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Deceased Dog,NO AGE,Unknown,Not Provided,Brown,6-Nov-24,Received on,14800 block of  SE 272ND ST,KENT,WA,98042,KENT,47.358138,-122.147712,,Image Copyright HLP Inc. 2024,Received on: 2024-11-06<p/> Found Near: 14800 block of  SE 272ND ST<p/> Description: Brown Unknown Not Provided Dog<p/> Age: NO AGE<p/>,
K24-173664,A719471,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719471,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Blue,Dog,3 YEARS,Neutered Male,Siberian Husky,Black / White,4-Nov-24,Received on,700 block of  W SMITH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719471,Image Copyright HLP Inc. 2024,"Received on: 2024-11-04<p/> Found Near: 700 block of  W SMITH ST<p/> Description: Black / White Neutered Male Siberian Husky Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173633,A719417,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867561,In Public Home,None,Dog,Unknown<p/>,Female,American Pit Bull Terrier,Black,2-Nov-24,Date Found,OLSON  WAY SW & 1ST AVE S.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867561,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Olson Way SW & 1st Ave S., Seattle WA  98146<p/>Found Date: 2024-11-02<p/>",
K24-173383,A718931,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718931,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Batman,Cat,4 MONTHS,Neutered Male,Domestic Shorthair,Black,27-Oct-24,Received on,6800 block of  S 262ND ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718931,Image Copyright HLP Inc. 2024,"Received on: 2024-10-27<p/> Found Near: 6800 block of  S 262ND ST<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173598,A719364,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867000,In Public Home,,Dog,Over 1 year<p/>,Male,German Shepherd,Black,1-Nov-24,Date Found,8900 block of  172ND AVE NE,Redmond,,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867000,Image Copyright HLP Inc. 2024,"Description: Large black dog with white spotted paws and white tuxedo markings. Looks to be a shepard-akita mix. Seems to be young, still acts like a puppy. <p/>Age: Over 1 year<p/>Found Near: 8900 block of  172ND AVE NE<p/>Found Date: 2024-11-01<p/>",
K24-173305,A718806,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718806,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Matt,Cat,11 WEEKS,Neutered Male,Domestic Shorthair,Black / White,24-Oct-24,Received on,22200 block of  SE 272ND ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718806,Image Copyright HLP Inc. 2024,"Received on: 2024-10-24<p/> Found Near: 22200 block of  SE 272ND ST<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p/>",
K24-173467,A719082,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719082,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Briar,Cat,14 WEEKS,Female,Domestic Shorthair,Black / White,29-Oct-24,Received on,24800 block of  128TH PL SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719082,Image Copyright HLP Inc. 2024,"Received on: 2024-10-29<p/> Found Near: 24800 block of  128TH PL SE<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173430,A719015,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719015,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ember,Cat,7 MONTHS,Female,Domestic Shorthair,Torbie / White,28-Oct-24,Received on,2800 block of  TERRY LN,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719015,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Found Near: 2800 block of  TERRY LN<p/> Description: Torbie / White Female Domestic Shorthair Cat<p/> Age: 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173593,A719354,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,NO AGE,Male,Domestic Shorthair,Black,1-Nov-24,Received on,8800 block of  122ND CT SE,NEWCASTLE,WA,98056,NEWCASTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719354,Image Copyright HLP Inc. 2024,Received on: 2024-11-01<p/> Found Near: 8800 block of  122ND CT SE<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: In RASKC Foster Home <p/>,
K24-172823,A717957,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2857723,LOST,Harlow,Cat,Over 1 year<p/>,Male,Norwegian Forest Cat,Unknown,10-Oct-24,Date Lost,,,,,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2857723,Image Copyright HLP Inc. 2024,"Description: 14+ years old, has grayish-blue, shaggy fur with a silver tint and silver muzzle<p/>Age: Over 1 year<p/>Location Lost: 1015 SW 150th St Burien, WA  98166 United States, Seattle WA  98166<p/>Lost Date: 2024-10-10<p/>",
K24-173439,A719024,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719024,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ghost,Dog,3 YEARS 1 MONTH,Neutered Male,Pit Bull / Mix,White / Black,28-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719024,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Description: White / Black<p/>  Neutered Male Pit Bull / Mix Dog<p/> Age: 3 YEARS 1 MONTH<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ghost and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 11/28/2024.<p/><p/>I weigh 62 lbs and am considered a large breed dog.<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/><p/>",
K24-173319,A718831,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2863803,In Public Home,,Dog,Unknown<p/>,Male,Irish Terrier,Unknown,23-Oct-24,Date Found,CARLSON  ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2863803,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Carlson Road, Vancouver WA  98661<p/>Found Date: 2024-10-23<p/>",
K24-173440,A719025,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2865274,LOST,Frank,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Brown,28-Oct-24,Date Lost,HARDING  STREET & KIBLER AVE,Enumclaw,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2865274,Image Copyright HLP Inc. 2024,"Description: Black&brown tabby . Honey colored stomach<p/>Age: Over 1 year<p/>Location Lost: Harding&kibler st., Enumclaw WA  98022<p/>Lost Date: 2024-10-28<p/>",
K24-173711,A719570,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719570,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Brn Tabby,5-Nov-24,Received on,300 block of  WASHINGTON AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719570,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Found Near: 300 block of  WASHINGTON AVE S<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173659,A719467,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867983,LOST,Stella Rose,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,3-Nov-24,Date Lost,1000 block of  5th Ave,Seattle,,98104,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867983,Image Copyright HLP Inc. 2024,"Description: small gray cat w/white paws and white belly. <p/>Age: Over 1 year<p/>Location Lost: 1012 5th Avenue West, Seattle WA  98119<p/>Lost Date: 2024-11-03<p/>",
K24-173228,A696008,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Kream,Deceased Dog,1 YEAR 10 MONTHS,Spayed Female,Pit Bull / Mix,Black / White,22-Oct-24,Received on,16200 block of  NE 14TH ST,BELLEVUE,WA,98008,BELLEVUE,,,,Image Copyright HLP Inc. 2024,Received on: 2024-10-22<p/> Found Near: 16200 block of  NE 14TH ST<p/> Description: Black / White Spayed Female Pit Bull / Mix Dog<p/> Age: 1 YEAR 10 MONTHS<p/>,
K24-173612,A719384,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719384,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mori,Cat,16 WEEKS,Male,Domestic Mediumhair,Black / White,2-Nov-24,Received on,22200 block of  35TH PL S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719384,Image Copyright HLP Inc. 2024,"Received on: 2024-11-02<p/> Found Near: 22200 block of  35TH PL S<p/> Description: Black / White Male Domestic Mediumhair Cat<p/> Age: 16 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-172662,A717711,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855816,LOST,Lilly,Cat,Under 1 year<p/>,Female,Domestic Mediumhair,Black,3-Oct-24,Date Lost,NE  40th St & Bel-Red Rd,Redmond,,98052,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855816,Image Copyright HLP Inc. 2024,"Description: She is all black with golden eyes and cute tufts behind her ears her tail is fuzzy she is around 3 months old <p/>Age: Under 1 year<p/>Location Lost: Ne 40th st. and Bel-Red rd., Redmond WA  98052<p/>Lost Date: 2024-10-03<p/>",
K24-172692,A717769,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2856120,In Public Home,,Cat,Unknown<p/>,Unknown,American Shorthair,Unknown,7-Oct-24,Date Found,Davis  Park,,,,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2856120,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Davis , Renton WA  98055<p/>Found Date: 2024-10-07<p/>",
K24-173170,A718571,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2862632,LOST,Rizzo,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Black,15-Oct-24,Date Lost,SE  276th St & 216th Ave SE,Maple Valley,,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2862632,Image Copyright HLP Inc. 2024,"Description: Black cat with white spots, black spot on nose, right eye has blocked tear duct and often has discharge under it, very skittish around people and loud noises, likes to hide a lot.  Small kink at very end of tail.<p/>Age: Over 1 year<p/>Location Lost: SE 276th St and 216th Ave SE, Maple Valley WA  98038<p/>Lost Date: 2024-10-15<p/>",
K24-173530,A719268,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Hillary,Cat,9 WEEKS,Female,Domestic Shorthair,Brn Tabby / White,31-Oct-24,Received on,200 block of  WASHINGTON AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719268,Image Copyright HLP Inc. 2024,Received on: 2024-10-31<p/> Found Near: 200 block of  WASHINGTON AVE S<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K24-172149,A716785,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A716785,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Goofball,Dog,2 YEARS 1 MONTH,Neutered Male,Pit Bull,Blue,22-Sep-24,Received on,17000 block of  53RD AVE S,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A716785,Image Copyright HLP Inc. 2024,"Received on: 2024-09-22<p/> Found Near: 17000 block of  53RD AVE S<p/> Description: Blue Neutered Male Pit Bull Dog<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-172609,A717609,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855037,LOST,Bobo,Cat,Unknown<p/>,Male,American Shorthair,White,2-Oct-24,Date Lost,11600 block of  40TH AVE S,Tukwila,,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855037,Image Copyright HLP Inc. 2024,"Description: Larger white and Black ""ORCA""(whale) Markings, mostly white, big black markings on middle of body. looks like he has a little black mustache on his nose.<p/>Age: Unknown<p/>Location Lost: 11624 40TH AVE S, Seattle WA  98168<p/>Lost Date: 2024-10-02<p/>",
K24-172816,A717948,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2857673,LOST,Tom,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,11-Oct-24,Date Lost,,,,,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2857673,Image Copyright HLP Inc. 2024,"Description: Tom is a small cat (10lbs or less) his fur is grey with a white belly, chest and paws and he has a white spot on his forehead and under his nose. He has yellow/green eyes and a black nose. Tom is 4.5 years old, neutered and microchipped.<p/>Age: Over 1 year<p/>Location Lost: 23335 91st Ave s Kent, WA, Kent WA  98031<p/>Lost Date: 2024-10-11<p/>",
K24-173510,A719208,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719208,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Pawcasso,Dog,3 YEARS 8 MONTHS,Neutered Male,Pit Bull / Mix,Brown / White,30-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719208,Image Copyright HLP Inc. 2024,"Received on: 2024-10-30<p/> Description: Brown / White<p/>  Neutered Male Pit Bull / Mix Dog<p/> Age: 3 YEARS 8 MONTHS<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Paw-casso and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 10/30/24.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/> I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>I am a puppy!! I will need to find a home where someone is available for me in these early days. It is important to be consistent with me and socialize me so I can have the best companionship with people and other animals. Puppies require patience because everything is brand new so I will need some TLC while I learn. I am not potty trained or crate training yet and teaching me those skills will help tremendously on a road to success! If you and your family are ready to fall in love my awesome self, please check me out!!<p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend! However I am also a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",
