impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Memo_cleaned
K24-172951,A718187,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A718187,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ellis,Cat,0.21153846153846154,Neutered Male,Domestic Shorthair,Black / White,16-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718187,Image Copyright HLP Inc. 2024,"Received on: 2024-10-16<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ellis and I am available for adoption!<p/><p/>I'm a shy little guy who may need some time to warm up. I may do best when paired with a littermate. You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",black white neutered male domestic shorthair cat pet adoption center kent ellis available adoptionim shy little guy warm best paired littermate visit pet adoption center weekdays saturdays sundays pet adoption center located kent visit today love home
K24-173717,A719574,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719574,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1.0,Female,Domestic Shorthair,White / Calico,5-Nov-24,Received on,42400 block of  264TH AVE SE,ENUMCLAW,WA,98022.0,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719574,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Found Near: 42400 block of  264TH AVE SE<p/> Description: White / Calico Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",white calico female domestic shorthair cat pet adoption center kent
K24-173730,A719629,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719629,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5.0,Female,Domestic Shorthair,Black,6-Nov-24,Received on,"4000 block of  S 117TH PL, TUKWILA WA 98168",TUKWILA 98168,,1947.0,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719629,Image Copyright HLP Inc. 2024,"Received on: 2024-11-06<p/> Found Near: 4000 block of  S 117TH PL, TUKWILA WA 98168 <p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",tukwila black female domestic shorthair cat pet adoption center kent
K24-173729,A719591,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Deceased Dog,,Unknown,Not Provided,Brown,6-Nov-24,Received on,14800 block of  SE 272ND ST,KENT,WA,98042.0,KENT,47.358138,-122.147712,,Image Copyright HLP Inc. 2024,Received on: 2024-11-06<p/> Found Near: 14800 block of  SE 272ND ST<p/> Description: Brown Unknown Not Provided Dog<p/> Age: NO AGE<p/>,brown provided dog
K24-173664,A719471,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719471,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Blue,Dog,3.0,Neutered Male,Siberian Husky,Black / White,4-Nov-24,Received on,700 block of  W SMITH ST,KENT,WA,98032.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719471,Image Copyright HLP Inc. 2024,"Received on: 2024-11-04<p/> Found Near: 700 block of  W SMITH ST<p/> Description: Black / White Neutered Male Siberian Husky Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",w smith black white neutered male siberian husky dog pet adoption center kent
K24-173633,A719417,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867561,In Public Home,,Dog,,Female,American Pit Bull Terrier,Black,2-Nov-24,Date Found,OLSON  WAY SW & 1ST AVE S.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867561,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Olson Way SW & 1st Ave S., Seattle WA  98146<p/>Found Date: 2024-11-02<p/>",olson way seattle
K24-173383,A718931,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718931,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Batman,Cat,0.3333333333333333,Neutered Male,Domestic Shorthair,Black,27-Oct-24,Received on,6800 block of  S 262ND ST,KENT,WA,98032.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718931,Image Copyright HLP Inc. 2024,"Received on: 2024-10-27<p/> Found Near: 6800 block of  S 262ND ST<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",black neutered male domestic shorthair cat pet adoption center kent
K24-173598,A719364,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867000,In Public Home,,Dog,1.5,Male,German Shepherd,Black,1-Nov-24,Date Found,8900 block of  172ND AVE NE,Redmond,,98052.0,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867000,Image Copyright HLP Inc. 2024,"Description: Large black dog with white spotted paws and white tuxedo markings. Looks to be a shepard-akita mix. Seems to be young, still acts like a puppy. <p/>Age: Over 1 year<p/>Found Near: 8900 block of  172ND AVE NE<p/>Found Date: 2024-11-01<p/>",large black dog white spotted paws white tuxedo markings looks shepardakita mix seems young acts puppy
K24-173305,A718806,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718806,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Matt,Cat,0.21153846153846154,Neutered Male,Domestic Shorthair,Black / White,24-Oct-24,Received on,22200 block of  SE 272ND ST,MAPLE VALLEY,WA,98038.0,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718806,Image Copyright HLP Inc. 2024,"Received on: 2024-10-24<p/> Found Near: 22200 block of  SE 272ND ST<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p/>",black white neutered male domestic shorthair cat reber ranch kent
K24-173467,A719082,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719082,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Briar,Cat,0.2692307692307692,Female,Domestic Shorthair,Black / White,29-Oct-24,Received on,24800 block of  128TH PL SE,KENT,WA,98030.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719082,Image Copyright HLP Inc. 2024,"Received on: 2024-10-29<p/> Found Near: 24800 block of  128TH PL SE<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",black white female domestic shorthair cat pet adoption center kent
K24-173430,A719015,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719015,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ember,Cat,0.5833333333333334,Female,Domestic Shorthair,Torbie / White,28-Oct-24,Received on,2800 block of  TERRY LN,ENUMCLAW,WA,98022.0,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719015,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Found Near: 2800 block of  TERRY LN<p/> Description: Torbie / White Female Domestic Shorthair Cat<p/> Age: 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",terry ln torbie white female domestic shorthair cat pet adoption center kent
K24-173593,A719354,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,,Male,Domestic Shorthair,Black,1-Nov-24,Received on,8800 block of  122ND CT SE,NEWCASTLE,WA,98056.0,NEWCASTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719354,Image Copyright HLP Inc. 2024,Received on: 2024-11-01<p/> Found Near: 8800 block of  122ND CT SE<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: In RASKC Foster Home <p/>,black male domestic shorthair cat raskc foster home
K24-172823,A717957,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2857723,LOST,Harlow,Cat,1.5,Male,Norwegian Forest Cat,Unknown,10-Oct-24,Date Lost,,,,,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2857723,Image Copyright HLP Inc. 2024,"Description: 14+ years old, has grayish-blue, shaggy fur with a silver tint and silver muzzle<p/>Age: Over 1 year<p/>Location Lost: 1015 SW 150th St Burien, WA  98166 United States, Seattle WA  98166<p/>Lost Date: 2024-10-10<p/>",grayishblue shaggy fur silver tint silver muzzle burien united states seattle
K24-173439,A719024,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719024,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ghost,Dog,3.0833333333333335,Neutered Male,Pit Bull / Mix,White / Black,28-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719024,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Description: White / Black<p/>  Neutered Male Pit Bull / Mix Dog<p/> Age: 3 YEARS 1 MONTH<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ghost and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 11/28/2024.<p/><p/>I weigh 62 lbs and am considered a large breed dog.<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/><p/>",white black neutered male pit bull mix dog month pet adoption center kent ghost available adoptioni good samaritan weigh considered large breed dogi smart dog shelter practicing sit shakei affectionate lovebug thrilled cuddle homei independent dog thingbecause shy nature best calm quiet home
K24-173319,A718831,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2863803,In Public Home,,Dog,,Male,Irish Terrier,Unknown,23-Oct-24,Date Found,CARLSON  ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2863803,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Carlson Road, Vancouver WA  98661<p/>Found Date: 2024-10-23<p/>",carlson road vancouver
K24-173440,A719025,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2865274,LOST,Frank,Cat,1.5,Male,Domestic Shorthair,Brown,28-Oct-24,Date Lost,HARDING  STREET & KIBLER AVE,Enumclaw,WA,98022.0,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2865274,Image Copyright HLP Inc. 2024,"Description: Black&brown tabby . Honey colored stomach<p/>Age: Over 1 year<p/>Location Lost: Harding&kibler st., Enumclaw WA  98022<p/>Lost Date: 2024-10-28<p/>",blackbrown tabby honey colored stomach hardingkibler enumclaw
K24-173711,A719570,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719570,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,0.17307692307692307,Female,Domestic Shorthair,Brn Tabby,5-Nov-24,Received on,300 block of  WASHINGTON AVE S,KENT,WA,98032.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719570,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Found Near: 300 block of  WASHINGTON AVE S<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",washington brn tabby female domestic shorthair cat pet adoption center kent
K24-173659,A719467,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867983,LOST,Stella Rose,Cat,1.5,Female,American Shorthair,Unknown,3-Nov-24,Date Lost,1000 block of  5th Ave,Seattle,,98104.0,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867983,Image Copyright HLP Inc. 2024,"Description: small gray cat w/white paws and white belly. <p/>Age: Over 1 year<p/>Location Lost: 1012 5th Avenue West, Seattle WA  98119<p/>Lost Date: 2024-11-03<p/>",small gray cat wwhite paws white belly west seattle
K24-173228,A696008,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Kream,Deceased Dog,1.8333333333333335,Spayed Female,Pit Bull / Mix,Black / White,22-Oct-24,Received on,16200 block of  NE 14TH ST,BELLEVUE,WA,98008.0,BELLEVUE,,,,Image Copyright HLP Inc. 2024,Received on: 2024-10-22<p/> Found Near: 16200 block of  NE 14TH ST<p/> Description: Black / White Spayed Female Pit Bull / Mix Dog<p/> Age: 1 YEAR 10 MONTHS<p/>,black white spayed female pit bull mix dog
K24-173612,A719384,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719384,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mori,Cat,0.3076923076923077,Male,Domestic Mediumhair,Black / White,2-Nov-24,Received on,22200 block of  35TH PL S,KENT,WA,98032.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719384,Image Copyright HLP Inc. 2024,"Received on: 2024-11-02<p/> Found Near: 22200 block of  35TH PL S<p/> Description: Black / White Male Domestic Mediumhair Cat<p/> Age: 16 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",black white male domestic mediumhair cat pet adoption center kent
K24-172662,A717711,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855816,LOST,Lilly,Cat,0.5,Female,Domestic Mediumhair,Black,3-Oct-24,Date Lost,NE  40th St & Bel-Red Rd,Redmond,,98052.0,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855816,Image Copyright HLP Inc. 2024,"Description: She is all black with golden eyes and cute tufts behind her ears her tail is fuzzy she is around 3 months old <p/>Age: Under 1 year<p/>Location Lost: Ne 40th st. and Bel-Red rd., Redmond WA  98052<p/>Lost Date: 2024-10-03<p/>",black golden eyes cute tufts ears tail fuzzy belred redmond
K24-172692,A717769,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2856120,In Public Home,,Cat,,Unknown,American Shorthair,Unknown,7-Oct-24,Date Found,Davis  Park,,,,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2856120,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Davis , Renton WA  98055<p/>Found Date: 2024-10-07<p/>",davis renton
